"Freq","title"
0.01,"The Land Before Time VII: The Stone of Cold Fire (2000)"
0,"The Amazing Dr. Clitterhouse (1938)"
0,"The Freebie (2010)"
0,"The Violent Kind (2010)"
0.01,"Ricky Gervais: Out of England - The Stand-Up Special (2008)"
0,"Man of the East (1972)"
0,"Oliver Twist (1997)"
0,"Winnetou: The Last Shot (1965)"
0,"Soccer Dog: The Movie (1999)"
0,"Ice Soldiers (2013)"
0,"Maniac (1934)"
0,"Wild Cherry (2009)"
0,"The Key (1983)"
0,"The Roost (2005)"
0,"Sonny Boy (2011)"
0,"Vampires: The Turning (2005)"
0,"Siren (2010)"
0.01,"The Land Before Time IX: Journey to the Big Water (2002)"
0,"Love N' Dancing (2009)"
0,"Walking Tall: The Payback (2007)"
0,"The Way West (1967)"
0,"Shock (1946)"
0,"Mask Maker (2010)"
0,"Thorne: Sleepyhead (2010)"
0,"La Mission (2009)"
0,"Stir of Echoes: The Homecoming (2007)"
0,"Outrage, The (1964)"
0,"The Canterville Ghost (1996)"
0,"Primates of the Caribbean (2012)"
0,"The Sellout (1952)"
0,"Let the Good Times Roll (1973)"
0,"The Vanishing American (1925)"
0,"Mandela (1996)"
0,"TekWar: TekJustice (1994)"
0,"Thunder Birds (1942)"
0,"Murder is My Beat (1955)"
0,"The Naughty Flirt (1931)"
1.75,"Henry V (1989)"
0,"Without Men (2011)"
0,"Two Times Lotte (1950)"
0.01,"The Land Before Time VIII: The Big Freeze (2001)"
0,"War of the Colossal Beast (1958)"
0,"Who's Minding the Store? (1963)"
0,"The Six Million Dollar Man (1973)"
0,"The Love Letter (1998)"
0.01,"The Land Before Time X: The Great Longneck Migration (2003)"
0,"The Brain (1962)"
0,"The Deadly Bees (1967)"
0,"They Came from Beyond Space (1967)"
0,"Mumsy, Nanny, Sonny & Girly (1970)"
0,"The Vampire Happening (1971)"
0,"Tales That Witness Madness (1973)"
0,"Son of Dracula (1974)"
0,"Craze (1974)"
0,"The Ghoul (1975)"
0,"Dark Tower (1989)"
0,"Holy Water (2009)"
0,"Supernova (2005)"
0,"Kissin' Cousins (1964)"
0,"Student Services (2010)"
0.01,"JLA Adventures: Trapped in Time (2014)"
0,"Joy Ride 3 (2014)"
0,"Inside Out (2011)"
0,"The Karate Dog (2004)"
0,"Since You've Been Gone (1998)"
0,"Peter and Vandy (2009)"
0.01,"Hercules and the Amazon Women (1994)"
0,"Howling VI: The Freaks (1991)"
0,"The Comedians (1967)"
0,"Vi hade i alla fall tur med vädret (1980)"
0,"Tomorrow You're Gone (2013)"
0.01,"Wicked Blood (2014)"
0,"Madame X (1966)"
0,"Killer Pad (2008)"
0,"What Did You Do in the War, Daddy? (1966)"
0,"Rachel and the Stranger (1948)"
8.39,"Amadeus (1984)"
0,"The Indian Fighter (1955)"
0,"Little Fish, Strange Pond (2009)"
0,"Trading Mom (1994)"
0,"MVP: Most Vertical Primate (2001)"
0,"Air Bud: Seventh Inning Fetch (2002)"
0,"Chestnut: Hero of Central Park (2004)"
0,"Spymate (2006)"
0.01,"Air Buddies (2006)"
0,"The Search for Santa Paws (2010)"
0,"Spooky Buddies (2011)"
0,"Treasure Buddies (2012)"
0,"Santa Paws 2: The Santa Pups (2012)"
0,"Super Buddies (2013)"
0,"Malicious (1995)"
0,"White Tiger (1996)"
0,"Warlock III: The End of Innocence (1999)"
0,"The Lost Tribe (2009)"
0,"Jim Thorpe -- All-American (1951)"
0,"Guns for San Sebastian (1968)"
0,"Assault of the Party Nerds (1989)"
0,"Assault of the Party Nerds 2 (1995)"
0,"American Black Beauty (2005)"
0,"Popstar (2005)"
0,"InSight (2011)"
0,"Imaginary Friend (2012)"
0,"In The Dark (2013)"
0.01,"Non-Stop (2013)"
0,"The Wrong Woman (2013)"
0,"Expecting Amish (2014)"
0,"Rough Riders (1997)"
0,"The Devil's Brother (1933)"
0,"TekWar: TekLab (1994)"
0,"TekWar: TekLords (1994)"
0,"Madame X (1929)"
0,"Night Song (1947)"
0,"The Underneath (2013)"
0,"The Deep Six (1958)"
0,"The Greengage Summer (1961)"
0,"The Delay (2012)"
0.85,"Quiet Man, The (1952)"
0,"No Orchids for Miss Blandish (1948)"
0,"Two Tickets to Broadway (1951)"
0,"Sex Kittens Go to College (1960)"
0,"Mrs. Brown, You've Got a Lovely Daughter (1968)"
0,"Navy Blue and Gold (1937)"
0,"Nervous Ticks (1992)"
0,"Man of the Moment (1955)"
0,"Oliver Twist (1982)"
0,"Pretty Devils (2000)"
0,"Oblivion 2: Backlash (1996)"
0,"The Underworld Story (1950)"
0,"Music for Millions (1944)"
0,"Nature Unleashed: Avalanche (2004)"
0,"Wild Orchids (1929)"
0,"Movers & Shakers (1985)"
0,"The Rainbow Tribe (2011)"
0,"Nancy Drew... Trouble Shooter (1939)"
0,"Mosquita y Mari (2012)"
0,"The Defector (1966)"
0,"No More Ladies (1935)"
0,"Graveyard Shift (2005)"
0,"Jabberwock Dragon Siege (2011)"
0,"Sunday Too Far Away (1975)"
0,"The Moon and Sixpence (1942)"
0,"The Basket (2000)"
0,"Nana (1926)"
0,"Heaven with a Gun (1969)"
0,"John Goldfarb, Please Come Home! (1965)"
0,"Murder in Mind (1998)"
0,"Nancy Drew and the Hidden Staircase (1939)"
0,"Palm Springs Weekend (1963)"
0,"Black Horizon (2002)"
0,"Moscow Chill (2007)"
0,"Nancy Drew: Detective (1938)"
0,"True Adolescents (2009)"
0,"The Captain Hates the Sea (1934)"
0,"The Little Rascals Save the Day (2014)"
1.82,"Once Upon a Time in America (1984)"
0,"Love, Cheat & Steal (1993)"
0,"Ticket out (2012)"
0,"Mr. Billion (1977)"
0,"Love Nest (1951)"
0,"Jigsaw (1949)"
0,"Oliver Twist (1999)"
0,"S*P*Y*S (1974)"
0,"Older Than America (2008)"
0,"Murders in the Rue Morgue (1971)"
0,"The Piano Player (2003)"
0,"Miracle in the Rain (1956)"
0,"The Man Who Came Back (2008)"
0,"More Than a Miracle (1967)"
0,"Waterborne (2005)"
0,"Oblivion (1994)"
0,"Mosquito Squadron (1969)"
0,"Night of Dark Shadows (1971)"
0,"The Thirst (2007)"
0,"Mostly Ghostly (2008)"
0,"Muscle Beach Party (1964)"
0,"The Old Dark House (1963)"
0,"Necrosis (2009)"
0,"Hot Water (1924)"
0,"The Thirteen Assassins (1963)"
0,"Nemesis 4: Death Angel (1996)"
0,"Nemesis 3: Time Lapse (1996)"
0,"None But the Brave (1965)"
0,"The 7 Adventures of Sinbad (2010)"
0,"My 5 Wives (2000)"
0,"My Brother the Pig (1999)"
0,"Napoleon (1995)"
0,"No Tell Motel (2013)"
0.01,"Jack Frost (1979)"
0,"Love Birds (2011)"
0,"Monster (2008)"
0,"The Road Killers (1994)"
0,"The Curse of the Mummy's Tomb (1964)"
0,"Stick (1985)"
0,"Tic Tac (1997)"
0,"The 39 Steps (1959)"
0,"Kandahar (2010)"
0,"Duchess and the Dirtwater Fox (1976)"
0,"Skyjacked (1972)"
0,"The Millionairess (1960)"
0,"Legacy (2010)"
0,"The New Centurions (1972)"
4.17,"Raging Bull (1980)"
0,"Sands Of Oblivion (2007)"
0,"Tempted (2001)"
0,"Piranha (1995)"
0,"Just 4 Kicks (2003)"
0,"Intermedio (2005)"
0,"The Last Flight (1931)"
0,"Space Chimps 2: Zartog Strikes Back (2010)"
0,"Pack Up Your Troubles (1932)"
0,"The Tooth Fairy (2006)"
0,"If It's Tuesday, This Must Be Belgium (1969)"
0,"The Bad Mother's Handbook (2007)"
0,"Starlift (1951)"
0,"Too Young To Kiss (1951)"
0,"Reaching for the Moon (1930)"
0,"The Firefly (1937)"
0,"Red Riding Hood (1989)"
0,"Naked Violence (1969)"
0,"The Italian Connection (1972)"
0,"Seduction (1973)"
0,"Colpo in canna (1975)"
0,"Kidnap Syndicate (1975)"
0,"Rulers of the City (1976)"
0,"To Be Twenty (1978)"
0,"Madness (1980)"
0.01,"Torrente 4: Lethal Crisis (2011)"
0,"Torrente 5: Operación Eurovegas (2014)"
0.01,"I Want You (2012)"
4.58,"Mad Max: Fury Road (2015)"
0.15,"Insidious: Chapter 3 (2015)"
4.5,"Star Wars: Episode VII - The Force Awakens (2015)"
0.06,"Ben-hur (2016)"
0.49,"Warcraft (2016)"
2.59,"Avengers: Age of Ultron (2015)"
0.01,"Avatar 2 (2016)"
0.48,"Pirates of the Caribbean: Dead Men Tell No Tales (2017)"
0.33,"Justice League (2017)"
2.05,"Ant-Man (2015)"
0.39,"Fantastic Four (2015)"
4.63,"Deadpool (2016)"
0.65,"Black Panther (2017)"
0.01,"Captain Marvel (2018)"
0.94,"Avengers: Infinity War - Part I (2018)"
1.2,"Thor: Ragnarok (2017)"
1.74,"Guardians of the Galaxy 2 (2017)"
1.96,"Captain America: Civil War (2016)"
1.83,"Doctor Strange (2016)"
0.95,"X-Men: Apocalypse (2016)"
0.94,"Untitled Spider-Man Reboot (2017)"
0,"Manolito Four Eyes (1999)"
0,"El Robobo De La Jojoya (1991)"
0.01,"Elsa & Fred (2014)"
0,"Soccer Days (2003)"
0,"Too Late Blues (1961)"
0,"Melbourne (2014)"
0.03,"Clear History (2013)"
0,"The Identical (2014)"
0,"The Trans-Atlantic Mystery (1932)"
0,"The Gamers: Hands of Fate (2013)"
0.01,"Love at First Fight (2014)"
0,"Mare Nostrum (1926)"
0,"The Pagan (1929)"
0,"Scorpio One (1998)"
0,"The Affairs of Annabel (1938)"
0,"Montana Belle (1952)"
0,"The Clown (1953)"
0,"In the Blood (2006)"
0,"Pound of Flesh (2010)"
0,"Lizzie (1957)"
0,"Magic Boy (1961)"
0,"Someone To Love (1988)"
0,"The Savage Seven (1968)"
0,"The Decks Ran Red (1958)"
1.01,"Chungking Express (Chung Hing sam lam) (1994)"
6.83,"Annie Hall (1977)"
0,"One More Time (1970)"
0,"I Don't Buy Kisses Anymore (1992)"
0,"Night Unto Night (1949)"
0,"Heidi (1952)"
0,"Hammersmith Is Out (1972)"
0,"Sidewalks of New York (1931)"
0,"Mary Stevens M.D. (1933)"
0,"The Prize (2011)"
0,"Man Made Monster (1941)"
0,"Horror Island (1941)"
0,"Sealed Lips (1942)"
0,"Aces Go Places V: The Terracotta Hit (1989)"
0,"Pagan Love Song (1950)"
0,"The Golden Age of Comedy (1957)"
0,"Stalingrad (1989)"
0,"The Tsunami and the Cherry Blossom (2011)"
0,"No Greater Glory (1934)"
0,"Goodbye, Mr. President (1987)"
0,"Sankofa (1993)"
0,"Teza (2008)"
0,"Red Dust (1990)"
0,"Talk About a Stranger (1952)"
0,"The Newcomers (2000)"
0,"Right Cross (1950)"
0,"Heidi (1993)"
0,"The Miracle Worker (2000)"
0,"The Return of Sabata (1971)"
0,"The McKenzie Break (1970)"
0,"Mercy (2010)"
0,"Happily N'Ever After 2 (2009)"
0,"Left for Dead (2007)"
0,"Hotel (2004)"
0,"The Hearse (1980)"
3.1,"Right Stuff, The (1983)"
0,"Voyage of the Unicorn (2001)"
0,"The Geisha Boy (1959)"
0.01,"The Phantom of the Opera (1990)"
0,"P.U.N.K.S (1999)"
0,"When a Man Falls (2007)"
0,"Springfield Rifle (1952)"
0,"Why Be Good? (1929)"
0,"The American Success Company (1980)"
0,"The Expedition to the End of the World (2014)"
0.01,"Jealousy (2013)"
0,"The Radio Burglary (1951)"
0,"Magic Kid (1993)"
0,"Sin Takes a Holiday (1930)"
0,"Hoodlum Priest (1961)"
0,"The Fleet's In (1942)"
0,"The Divine Woman (1928)"
0,"Mrs. O'Malley and Mr. Malone (1950)"
0,"The Gangster (1947)"
0,"Russkies (1987)"
0.01,"Hercules and the Lost Kingdom (1994)"
0,"Rites of Passage (2012)"
0,"The Suspect (2013)"
0,"Mongolian Death Worm (2010)"
0,"Winter Break (2003)"
0,"The Facility (2012)"
0,"Shredderman Rules (2007)"
0,"Man on Fire (1987)"
0.01,"Piranha Hunt (2006)"
0,"Trouble Along the Way (1953)"
0,"The Secret Agent Club (1996)"
0,"Ironclad 2: Battle for Blood (2014)"
0,"Voices (2007)"
0.01,"The Land Before Time XI: Invasion of the Tinysauruses (2005)"
0,"See Girl Run (2013)"
0,"Ritual (2002)"
0,"Head Office (1985)"
0.96,"Stalker (1979)"
0.02,"Jim Jefferies: I Swear to God (2009)"
0,"Social Nightmare (2013)"
0,"Once Fallen (2010)"
0,"The Magic Box (1951)"
0,"The Adventures of Tartu (1943)"
0,"Knight Without Armor (1937)"
0,"Suddenly (2006)"
0,"Winning Streak (2012)"
0,"The Slaughter (2006)"
0,"The Flesh and the Fiends (1961)"
0,"The Lion Has Wings (1939)"
0,"Sanders of the River (1935)"
0,"Counter-Attack (1945)"
0,"The Macomber Affair (1947)"
0,"A Woman's Vengeance (1948)"
0,"Cry, the Beloved Country (1952)"
0,"The Great Man (1956)"
0,"State Fair (1962)"
0,"Kill Katie Malone (2010)"
0,"The First of the Few (1942)"
0,"The Sacketts (1979)"
0,"Rio Conchos (1964)"
0.01,"Hercules and the Circle of Fire (1994)"
0,"June Bride (1948)"
0,"Without Reservations (1946)"
0,"Katherine (1975)"
0,"Roswell (1994)"
0,"The Ballad of Lucy Whipple (2001)"
0.03,"Taken (2002)"
0.01,"They Fought for Their Motherland (1975)"
0,"Welcome to Hard Times (1967)"
0,"The Lost Continent (1968)"
5.63,"Boot, Das (Boat, The) (1981)"
0,"The Incredible 2-Headed Transplant (1971)"
0,"Scared to Death (1947)"
0,"Scrooge (1935)"
0,"Knife Fight (2013)"
0,"Suddenly (2013)"
0,"Tornado! (1996)"
0,"The Opposite Sex (1956)"
0,"Mischief Night (2013)"
0,"Saratoga (1937)"
0,"Legendary: Tomb of the Dragon (2013)"
0,"Red Riding Hood (2006)"
0,"Hitler: The Last Ten Days (1973)"
0,"The Man From The Alamo (1953)"
0,"Lucrèce Borgia (1935)"
0,"Un grand amour de Beethoven (1936)"
0,"I Accuse (1938)"
0,"Tower of Nesle (1955)"
0,"Heatseeker (1995)"
0,"Call Me Savage (1975)"
0,"The Unholy (1988)"
0,"Invitation to a Gunfighter (1964)"
0.01,"The Hornet's Nest (2014)"
0,"Jimmy the Gent (1934)"
0,"Rain Fall (2009)"
0,"My Way (2012)"
0,"Sisters (2006)"
0,"Cat's Play (1974)"
0,"The House Under the Rocks (1959)"
0,"Struggle in the Valley (1954)"
0,"Two Smart People (1946)"
0,"Command, The (1954)"
0,"Mockery (1927)"
0,"The Inspector (1962)"
0,"Hotel California (2008)"
0,"Project Shadowchaser II (1994)"
0,"Nine Hours to Rama (1963)"
0,"Lotte from Gadgetville (2006)"
6.32,"Sting, The (1973)"
0,"Man-Proof (1938)"
0,"Tales from Muppetland: The Frog Prince (1971)"
0,"Man Of The Moment (1935)"
0,"Nowhere to Go (1958)"
0,"Poster Girl (2010)"
0,"Private Detective 62 (1933)"
0,"Newlyweeds (2013)"
0,"Return to Nim's Island (2013)"
0,"The Last Gangster (1937)"
0,"Meskada (2010)"
0,"Curtain Call (1998)"
0,"Three Guys Named Mike (1951)"
0,"Wreckage (2010)"
0,"Monster Island (2004)"
0,"Wuthering Heights (2003)"
0,"Certain Fury (1985)"
0,"A Killing in a Small Town (1990)"
0,"Talking to Heaven (2002)"
0,"Time Bomb (2006)"
0,"Girl Fight (2011)"
0,"Knights of the South Bronx (2005)"
0,"Roma (2004)"
0,"The Last House in the Woods (2007)"
0,"Out of Bounds (1986)"
0,"The Derby Stallion (2005)"
0,"Jewtopia (2012)"
0,"The Man from Colorado (1948)"
0,"His and Hers (2001)"
0,"Light in the Piazza (1962)"
0,"Malta Story (1953)"
0.01,"The Land Before Time XII: The Great Day of the Flyers (2006)"
0,"Payment on Demand (1951)"
0,"Storm Warning (1951)"
0,"The Poet (2007)"
0,"The Substitute 4: Failure Is Not an Option (2001)"
0,"Judgment Day (1999)"
0.01,"Nas: Time Is Illmatic (2014)"
0,"Small Town Saturday Night (2010)"
0,"Ricky Gervais: Out of England 2 - The Stand-Up Special (2010)"
0,"The Hunters (2013)"
3.51,"Harold and Maude (1971)"
0,"Desire Me (1947)"
0,"Honky Tonk (1941)"
0,"The Girl From Missouri (1934)"
0,"While the City Sleeps (1928)"
0,"Manpower (1941)"
0,"The Christmas Party (2009)"
0,"Poor Little Rich Girl, The (1917)"
0,"Hercules in the Maze of the Minotaur (1994)"
0,"The Great St. Trinian's Train Robbery (1966)"
0,"Geordie (1955)"
0,"The Blue Lagoon (1949)"
0,"Millions Like Us (1943)"
0,"In the Name of the King III (2014)"
0,"Invasion (1997)"
0,"Saddle The Wind (1958)"
0,"48 Weeks Later (2006)"
0.01,"Hercules in the Underworld (1994)"
0,"IMAX - Roving Mars (2006)"
0,"Tempo (2003)"
0.02,"Jim Jefferies: Alcoholocaust (2010)"
0,"Thorne: Scaredy Cat (2010)"
0,"Shoot Out (1971)"
0,"Terror Trap (2010)"
0,"That Certain Woman (1937)"
0,"Hold Your Man (1933)"
0,"Love (2012)"
0,"Twilight of the Golds, The (1997)"
0.01,"The Major (2013)"
0,"The Ghost Train (1941)"
0,"One Spy Too Many (1966)"
0,"The Spy in the Green Hat (1967)"
0.36,"Trust (1990)"
0,"Tribes (1970)"
0,"Maybe I'll Come Home in the Spring (1971)"
0,"Hustling (1975)"
0,"The Night That Panicked America (1975)"
0,"Goldengirl (1979)"
0,"Playing for Time (1980)"
0,"Terrible Joe Moran"
0,"Space (1985)"
0,"The Karen Carpenter Story (1989)"
0,"The Incident (1990)"
0,"Caroline? (1990)"
0,"A Green Journey (1990)"
0,"Miss Rose White (1992)"
0,"Skylark (1993)"
0,"A Lesson Before Dying (1999)"
0,"The Jade Mask (1945)"
0,"Salem Witch Trials (2002)"
0,"Sybil (2008)"
0,"The Mouthpiece (1932)"
0,"Romanoff and Juliet (1961)"
0,"The Passionate Plumber (1932)"
0,"Hope & Redemption: The Lena Baker Story (2008)"
0,"Safari (1956)"
0,"See Here, Private Hargrove (1944)"
0,"The Rose Garden (1990)"
0,"License to Live (1998)"
0,"Secret People (1952)"
0,"Wanda Sykes: I'ma Be Me (2009)"
0,"Mariachi Gringo (2012)"
0,"The Gun Runners (1958)"
0,"The Story on Page One (1959)"
1.94,"Seventh Seal, The (Sjunde inseglet, Det) (1957)"
0,"I Love Melvin (1953)"
0,"Looking For Love (1964)"
0,"The Munsters' Revenge (1981)"
0,"Strange Bargain (1949)"
0,"Stingaree (1934)"
0,"Hayride (2012)"
0,"Scandal at Scourie (1953)"
0,"Immigration Tango (2011)"
0,"Lily Boy (1954)"
0,"Mad About Men (1954)"
0,"Vito (2011)"
0,"The Big Land (1957)"
0,"Scared To Death (1981)"
0,"Jim Norton: Monster Rain (2007)"
0,"My Own Country (1998)"
0,"The Ugly Ones (1967)"
0,"The Golden Eye (1948)"
0,"Twilight of Honor (1963)"
0,"Sh! The Octopus (1937)"
0,"The Courage to Love (2000)"
0,"Riverworld (2003)"
0,"The Brotherhood of Satan (1971)"
1.19,"Local Hero (1983)"
0,"Long Pants (1927)"
0,"Kid Blue (1973)"
0,"The Red Lily (1924)"
0,"The Unknown Man (1951)"
0,"Highly Dangerous (1950)"
0,"Quiet Flows The Don (2006)"
0,"The Casino Murder Case (1935)"
0,"Noose (1948)"
0,"Le port du désir (1955)"
0,"Beat Girl (1961)"
0,"The Hands of Orlac (1960)"
0,"The Black Klansman (1966)"
0,"Girl in Gold Boots (1968)"
0,"The Corpse Grinders (1971)"
0,"Blood Orgy of the She-Devils (1973)"
0,"Mark of the Astro-Zombies (2002)"
0,"Astro-Zombies M3: Cloned (2010)"
0,"Kid Vengeance (1977)"
0,"Mystery of Edwin Drood (1935)"
0,"The Bad Seed (1985)"
0,"Two Bits & Pepper (1995)"
0,"The Bowery (1933)"
0,"Touched By Love (1980)"
0,"The Happy Elf (2005)"
0,"Ring of Fire: The Emile Griffith Story (2005)"
0,"Snow in August (2001)"
0,"Fairy Tales (1978)"
0,"Nocturna (1979)"
0,"The Rosebud Beach Hotel (1984)"
0,"Zouzou (1934)"
0,"Gribouille (1937)"
0,"Blanche Fury (1948)"
0,"Julietta (1953)"
0,"School for Love (1955)"
0,"Lady Chatterley's Lover (1955)"
0,"Plucking the Daisy (1956)"
0,"St. Giuseppe Moscati: Doctor to the Poor (2007)"
0,"Five Loose Women (1974)"
0,"Women Aren't Funny (2014)"
0,"The Last Outpost (1951)"
0,"Shun Li and the Poet (2011)"
0,"Basara: Princess Goh (1992)"
0.05,"Cake (2014)"
0,"The Escape (2013)"
0,"Power Play (1978)"
0,"Teresa's Tattoo (1994)"
0,"Groupie (2010)"
0,"Professional Sweetheart (1933)"
0,"Number One with a Bullet (1987)"
0,"Erotikon (1929)"
0,"Remember? (1939)"
0,"The Case of the Black Cat (1936)"
0,"The Admirable Crichton (1957)"
0,"HazMat (2013)"
0,"Winner Take All (1932)"
0,"Spike of Bensonhurst (1988)"
0,"Parlor, Bedroom and Bath (1931)"
0,"Speak Easily (1932)"
0,"Murder in the Fleet (1935)"
0.12,"Star Maker, The (Uomo delle stelle, L') (1995)"
14.92,"Terminator, The (1984)"
0,"Pick a Star (1937)"
0,"I Love Lucy: The Movie (1953)"
0,"So Well Remembered (1947)"
0,"Thoroughbreds Don't Cry (1937)"
0,"Sea Devils (1953)"
0,"The Beginning or the End (1947)"
0,"House of Cards (1968)"
0,"Martial Club (1981)"
0,"Alice in Wonderland (1966)"
0,"Pleasure at Her Majesty's (1976)"
0,"King Lear (1982)"
0,"Octopus 2: River of Fear (2001)"
0,"Rapture (1965)"
0,"Lone Rider (2008)"
0,"So Dark the Night (1946)"
0,"Serenade (1956)"
0,"These Thousand Hills (1959)"
0,"Three Wise Girls (1932)"
0,"The Trip to Bountiful (2014)"
0,"Honolulu (1939)"
0,"Project Shadowchaser III (1995)"
0,"The Miracle Worker (1979)"
0,"Little Nellie Kelly (1940)"
0,"Never a Dull Moment (1950)"
0,"Smart Girls Don't Talk (1948)"
1.08,"Dead Alive (Braindead) (1992)"
0,"Flaxy Martin (1949)"
0,"Wish You Were Dead (2002)"
0,"The Company She Keeps (1952)"
0,"Love is a Ball (1963)"
0,"Let's Dance (1950)"
0,"Son of Sinbad (1955)"
0,"Way Back Home (2013)"
0,"Menno's Mind (1997)"
0.01,"Lewis Black: Stark Raving Black (2009)"
0,"Man Bait (1952)"
0,"Mayor Cupcake (2011)"
0,"It's a Date (1940)"
0,"Katt Williams: Kattpacalypse (2012)"
0,"Switch (2007)"
0,"Vampire Dog (2012)"
0,"Python 2 (2002)"
0,"Rose-Marie (1936)"
0,"Man in the Attic (1953)"
0,"Whoever Slew Auntie Roo? (1971)"
0,"The Wonderful Country (1959)"
0,"You're Never Too Young (1955)"
0,"No Man's Land (2013)"
0,"Paper Soldiers (2002)"
0,"Southie (1999)"
0,"Vicious Lips (1986)"
0,"Until They Sail (1957)"
0,"Matching Jack (2010)"
0,"The King and Four Queens (1956)"
0,"High Wall (1947)"
0,"The Gallant Hours (1960)"
0,"Private's Progress (1956)"
0,"Lucky Jim (1957)"
0,"The Risk (1960)"
0,"Heavens Above! (1963)"
4.9,"Glory (1989)"
0,"Whistling in the Dark (1941)"
0,"Grand Central Murder (1942)"
0,"Whistling in Dixie (1942)"
0,"Whistling in Brooklyn (1943)"
0,"I Love Trouble (1948)"
0,"The Fuller Brush Man (1948)"
0,"Precious Find (1996)"
0,"Burning Down the House (2001)"
0,"Desert Victory (1943)"
0,"Sailor of the King (1953)"
0,"Run for the Sun (1956)"
0,"Carlton-Browne of the F.O. (1959)"
0,"The Family Way (1966)"
0,"The Moving Finger (1985)"
0,"Textuality (2011)"
0.01,"Kevin Smith: Too Fat For 40 (2010)"
0,"The Hellbenders (1967)"
0,"SeaFood (2012)"
0,"The Prophet's Game (2000)"
0,"Johnny O'Clock (1947)"
0,"The Woman In White (1998)"
0,"Reign of Terror (1949)"
0,"The Jackie Robinson Story (1950)"
0,"The Shanghai Cobra (1945)"
